hotel,canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,avg_daily_rate,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,total_nights,total_guests,arrival_date,lead_time_category,price_quartile,country_upper,is_online,country_prefix,status_length,market_Complementary,market_Corporate,market_Direct,market_Groups,market_Offline TA/TO,market_Online TA,market_Undefined,star_rating
City Hotel,0,127,2016,july,31,26,2,6,2,1.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,0,0,Transient,101.13,0,1,Check-Out,2016-08-03,8,3.0,2016-07-26,Far Advance,High,CHE,True,CH,9,False,False,False,False,False,True,False,3
City Hotel,0,161,2016,july,31,30,2,2,2,0.0,0,SC,ROU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,89.25,0,1,Check-Out,2016-08-03,4,2.0,2016-07-30,Far Advance,Medium,ROU,True,RO,9,False,False,False,False,False,True,False,3
City Hotel,0,8,2016,july,32,31,2,1,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,0,0,Transient,86.53,0,0,Check-Out,2016-08-03,3,2.0,2016-07-31,Short Notice,Medium,GBR,False,GB,9,False,False,False,False,True,False,False,3
City Hotel,0,170,2016,july,31,30,2,2,2,1.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,0,0,Transient,114.75,0,1,Check-Out,2016-08-03,4,3.0,2016-07-30,Far Advance,High,NLD,True,NL,9,False,False,False,False,False,True,False,3
City Hotel,0,150,2016,july,32,31,2,1,3,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,0,0,Transient,140.7,0,1,Check-Out,2016-08-03,3,3.0,2016-07-31,Far Advance,Premium,BEL,True,BE,9,False,False,False,False,False,True,False,3
City Hotel,0,168,2016,july,32,31,2,1,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,7,0,0,Transient,81.08,0,1,Check-Out,2016-08-03,3,2.0,2016-07-31,Far Advance,Medium,AUT,True,AU,9,False,False,False,False,False,True,False,3
City Hotel,0,0,2016,august,32,2,0,1,3,0.0,0,SC,BRA,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,174.0,0,0,Check-Out,2016-08-03,1,3.0,2016-08-02,Last Minute,Premium,BRA,False,BR,9,False,False,True,False,False,False,False,3
City Hotel,0,3,2016,august,32,3,0,1,3,0.0,0,SC,BRA,Online TA,Direct,0,0,0,A,A,0,No Deposit,9,0,0,Transient,174.0,0,1,Check-Out,2016-08-04,1,3.0,2016-08-03,Last Minute,Premium,BRA,True,BR,9,False,False,False,False,False,True,False,3
City Hotel,0,4,2016,august,32,2,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,121.0,0,1,Check-Out,2016-08-03,1,1.0,2016-08-02,Last Minute,High,PRT,True,PR,9,False,False,False,False,False,True,False,3
City Hotel,0,151,2016,july,31,29,2,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,133.45,0,2,Check-Out,2016-08-03,5,3.0,2016-07-29,Far Advance,High,FRA,True,FR,9,False,False,False,False,False,True,False,3
City Hotel,0,192,2016,july,32,31,2,1,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,105.3,1,1,Check-Out,2016-08-03,3,2.0,2016-07-31,Far Advance,High,AUT,True,AU,9,False,False,False,False,False,True,False,3
City Hotel,0,2,2016,august,32,2,0,1,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,121.0,0,2,Check-Out,2016-08-03,1,2.0,2016-08-02,Last Minute,High,NLD,True,NL,9,False,False,False,False,False,True,False,3
City Hotel,0,0,2016,august,32,2,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,152,0,0,Transient,66.42,0,0,Check-Out,2016-08-03,1,2.0,2016-08-02,Last Minute,Low,PRT,True,PR,9,False,False,False,False,False,True,False,3
City Hotel,0,101,2016,july,32,31,2,1,3,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,140.7,0,0,Check-Out,2016-08-03,3,3.0,2016-07-31,Far Advance,Premium,DEU,True,DE,9,False,False,False,False,False,True,False,3
City Hotel,0,122,2016,july,30,23,4,7,2,0.0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,7,0,0,Transient,87.58,0,1,Check-Out,2016-08-03,11,2.0,2016-07-23,Far Advance,Medium,NOR,True,NO,9,False,False,False,False,False,True,False,3
City Hotel,0,1,2016,august,32,1,1,1,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,124.0,1,1,Check-Out,2016-08-03,2,1.0,2016-08-01,Last Minute,High,NLD,True,NL,9,False,False,False,False,False,True,False,3
City Hotel,0,1,2016,august,32,1,1,1,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,124.0,0,1,Check-Out,2016-08-03,2,1.0,2016-08-01,Last Minute,High,NLD,True,NL,9,False,False,False,False,False,True,False,3
City Hotel,0,16,2016,july,32,31,2,1,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,173.67,0,1,Check-Out,2016-08-03,3,3.0,2016-07-31,Short Notice,Premium,ESP,True,ES,9,False,False,False,False,False,True,False,3
City Hotel,0,0,2016,august,32,1,1,1,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,85.86,0,1,Check-Out,2016-08-03,2,2.0,2016-08-01,Last Minute,Medium,BEL,True,BE,9,False,False,False,False,False,True,False,3
City Hotel,0,29,2016,august,32,2,0,1,2,1.0,0,BB,FRA,Direct,Direct,0,0,0,A,D,0,No Deposit,0,0,0,Transient,162.0,0,2,Check-Out,2016-08-03,1,3.0,2016-08-02,Short Notice,Premium,FRA,False,FR,9,False,False,True,False,False,False,False,3
City Hotel,0,29,2016,august,32,2,0,1,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,149.0,0,1,Check-Out,2016-08-03,1,2.0,2016-08-02,Short Notice,Premium,FRA,False,FR,9,False,False,True,False,False,False,False,3
City Hotel,0,23,2016,august,32,3,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,166.0,0,1,Check-Out,2016-08-04,1,2.0,2016-08-03,Short Notice,Premium,FRA,True,FR,9,False,False,False,False,False,True,False,3
City Hotel,0,23,2016,august,32,3,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9,0,0,Transient,166.0,0,1,Check-Out,2016-08-04,1,2.0,2016-08-03,Short Notice,Premium,FRA,True,FR,9,False,False,False,False,False,True,False,3
City Hotel,0,186,2016,august,32,2,0,2,2,1.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,0,0,Transient,121.5,0,0,Check-Out,2016-08-04,2,3.0,2016-08-02,Far Advance,High,GBR,True,GB,9,False,False,False,False,False,True,False,3
City Hotel,0,178,2016,july,31,28,2,5,3,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,127.62,0,1,Check-Out,2016-08-04,7,3.0,2016-07-28,Far Advance,High,AUT,True,AU,9,False,False,False,False,False,True,False,3
City Hotel,0,191,2016,august,32,1,1,2,3,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,22,0,0,Transient,96.9,0,0,Check-Out,2016-08-04,3,3.0,2016-08-01,Far Advance,Medium,PRT,False,PR,9,False,False,False,False,True,False,False,3
City Hotel,0,121,2016,july,30,18,5,12,2,0.0,0,BB,SAU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42,0,0,Transient,72.25,0,0,Check-Out,2016-08-04,17,2.0,2016-07-18,Far Advance,Low,SAU,False,SA,9,False,False,False,False,True,False,False,3
City Hotel,0,195,2016,july,31,27,2,6,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,66.53,0,1,Check-Out,2016-08-04,8,2.0,2016-07-27,Far Advance,Low,SWE,True,SW,9,False,False,False,False,False,True,False,3
City Hotel,0,122,2016,july,31,28,2,5,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,140.27,0,0,Check-Out,2016-08-04,7,3.0,2016-07-28,Far Advance,Premium,GBR,True,GB,9,False,False,False,False,False,True,False,3
City Hotel,0,177,2016,july,32,31,2,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,99.45,0,1,Check-Out,2016-08-04,4,2.0,2016-07-31,Far Advance,High,FRA,True,FR,9,False,False,False,False,False,True,False,3
City Hotel,0,160,2016,july,32,31,2,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,141.18,0,1,Check-Out,2016-08-04,4,3.0,2016-07-31,Far Advance,Premium,ESP,True,ES,9,False,False,False,False,False,True,False,3
City Hotel,0,257,2016,july,32,31,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,0,0,Transient,90.95,0,0,Check-Out,2016-08-04,4,2.0,2016-07-31,Far Advance,Medium,DEU,True,DE,9,False,False,False,False,False,True,False,3
City Hotel,0,0,2016,april,17,19,0,1,1,0.0,0,BB,PRT,Complementary,Direct,0,0,0,A,A,0,No Deposit,0,45,0,Transient,0.0,0,0,Check-Out,2016-04-20,1,1.0,2016-04-19,Last Minute,Low,PRT,False,PR,9,True,False,False,False,False,False,False,3
City Hotel,0,0,2016,august,32,3,0,1,1,0.0,0,BB,PRT,Complementary,Direct,0,0,1,A,A,0,No Deposit,0,45,0,Transient,0.0,0,4,Check-Out,2016-08-04,1,1.0,2016-08-03,Last Minute,Low,PRT,False,PR,9,True,False,False,False,False,False,False,3
City Hotel,0,0,2016,august,32,4,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,0,1,G,G,0,No Deposit,0,45,0,Transient,0.0,0,4,Check-Out,2016-08-05,1,1.0,2016-08-04,Last Minute,Low,PRT,False,PR,9,True,False,False,False,False,False,False,3
City Hotel,0,12,2016,august,34,17,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,0,3,A,A,0,No Deposit,0,45,0,Transient,0.0,0,4,Check-Out,2016-08-18,1,1.0,2016-08-17,Short Notice,Low,PRT,False,PR,9,True,False,False,False,False,False,False,3
City Hotel,0,5,2016,august,35,24,0,2,1,0.0,0,BB,PRT,Complementary,Direct,1,0,4,A,A,1,No Deposit,0,45,0,Transient,0.0,0,4,Check-Out,2016-08-26,2,1.0,2016-08-24,Last Minute,Low,PRT,False,PR,9,True,False,False,False,False,False,False,3
City Hotel,1,2,2016,october,45,30,2,0,2,0.0,0,BB,PRT,Complementary,Direct,1,1,5,A,A,0,No Deposit,0,45,0,Transient,0.0,0,4,Canceled,2016-10-29,2,2.0,2016-10-30,Last Minute,Low,PRT,False,PR,8,True,False,False,False,False,False,False,3
City Hotel,0,0,2017,february,6,7,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,1,5,D,D,0,No Deposit,0,45,0,Transient,0.0,0,4,Check-Out,2017-02-08,1,1.0,2017-02-07,Last Minute,Low,PRT,False,PR,9,True,False,False,False,False,False,False,3
City Hotel,0,0,2017,march,9,1,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,1,6,A,A,0,No Deposit,0,45,0,Transient,0.0,0,2,Check-Out,2017-03-02,1,1.0,2017-03-01,Last Minute,Low,PRT,False,PR,9,True,False,False,False,False,False,False,3
City Hotel,0,49,2017,march,11,14,0,2,1,0.0,0,BB,PRT,Complementary,Direct,1,1,7,A,A,0,No Deposit,0,45,0,Transient,0.0,0,2,Check-Out,2017-03-16,2,1.0,2017-03-14,Planned,Low,PRT,False,PR,9,True,False,False,False,False,False,False,3
City Hotel,0,0,2017,march,11,16,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,1,7,A,A,0,No Deposit,0,45,0,Transient,0.0,0,2,Check-Out,2017-03-17,1,1.0,2017-03-16,Last Minute,Low,PRT,False,PR,9,True,False,False,False,False,False,False,3
City Hotel,0,1,2017,april,14,4,0,2,1,0.0,0,BB,PRT,Complementary,Direct,1,1,9,A,A,1,No Deposit,0,45,0,Transient,0.0,0,2,Check-Out,2017-04-06,2,1.0,2017-04-04,Last Minute,Low,PRT,False,PR,9,True,False,False,False,False,False,False,3
City Hotel,1,1,2017,may,18,4,0,2,2,0.0,0,BB,PRT,Complementary,Direct,1,1,10,F,F,0,No Deposit,0,45,0,Transient,0.0,0,2,Canceled,2017-05-04,2,2.0,2017-05-04,Last Minute,Low,PRT,False,PR,8,True,False,False,False,False,False,False,3
City Hotel,0,4,2017,may,19,9,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,2,10,D,A,1,No Deposit,0,45,0,Transient,0.0,0,2,Check-Out,2017-05-10,1,1.0,2017-05-09,Last Minute,Low,PRT,False,PR,9,True,False,False,False,False,False,False,3
City Hotel,1,1,2017,may,19,13,0,1,2,0.0,0,BB,PRT,Complementary,Direct,1,4,11,D,D,0,No Deposit,0,45,0,Transient-Party,0.0,0,3,Canceled,2017-05-12,1,2.0,2017-05-13,Last Minute,Low,PRT,False,PR,8,True,False,False,False,False,False,False,3
City Hotel,0,0,2017,may,21,24,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,4,11,E,E,0,No Deposit,0,45,0,Transient,0.0,0,3,Check-Out,2017-05-25,1,1.0,2017-05-24,Last Minute,Low,PRT,False,PR,9,True,False,False,False,False,False,False,3
City Hotel,0,5,2017,may,22,29,1,0,1,0.0,0,BB,PRT,Complementary,Direct,1,4,12,D,A,0,No Deposit,0,45,0,Transient,0.0,0,3,Check-Out,2017-05-30,1,1.0,2017-05-29,Last Minute,Low,PRT,False,PR,9,True,False,False,False,False,False,False,3
City Hotel,0,4,2017,june,22,2,0,1,2,0.0,0,BB,PRT,Complementary,Direct,1,4,13,F,D,0,No Deposit,0,45,0,Transient,0.0,0,3,Check-Out,2017-06-03,1,2.0,2017-06-02,Last Minute,Low,PRT,False,PR,9,True,False,False,False,False,False,False,3
City Hotel,0,15,2017,june,22,2,0,1,2,0.0,0,BB,PRT,Complementary,Direct,1,4,13,F,F,0,No Deposit,0,45,0,Transient,0.0,0,3,Check-Out,2017-06-03,1,2.0,2017-06-02,Short Notice,Low,PRT,False,PR,9,True,False,False,False,False,False,False,3
City Hotel,0,0,2017,june,24,14,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,4,15,A,E,0,No Deposit,0,0,0,Transient,0.0,0,1,Check-Out,2017-06-15,1,1.0,2017-06-14,Last Minute,Low,PRT,False,PR,9,True,False,False,False,False,False,False,3
City Hotel,0,0,2017,june,25,21,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,4,16,E,C,0,No Deposit,0,45,0,Transient,0.0,0,3,Check-Out,2017-06-22,1,1.0,2017-06-21,Last Minute,Low,PRT,False,PR,9,True,False,False,False,False,False,False,3
City Hotel,1,1,2017,july,27,5,0,1,1,0.0,0,BB,PRT,Complementary,Corporate,1,4,17,A,A,0,No Deposit,0,45,0,Transient,0.0,0,3,Canceled,2017-07-05,1,1.0,2017-07-05,Last Minute,Low,PRT,False,PR,8,True,False,False,False,False,False,False,3
City Hotel,0,1,2017,july,28,12,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,5,17,A,A,0,No Deposit,0,45,0,Transient,0.0,0,3,Check-Out,2017-07-13,1,1.0,2017-07-12,Last Minute,Low,PRT,False,PR,9,True,False,False,False,False,False,False,3
City Hotel,0,0,2017,august,31,1,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,5,18,A,A,0,No Deposit,0,45,0,Transient,0.0,0,3,Check-Out,2017-08-02,1,1.0,2017-08-01,Last Minute,Low,PRT,False,PR,9,True,False,False,False,False,False,False,3
City Hotel,0,1,2017,august,32,8,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,5,19,A,C,1,No Deposit,0,45,0,Transient,0.0,0,3,Check-Out,2017-08-09,1,1.0,2017-08-08,Last Minute,Low,PRT,False,PR,9,True,False,False,False,False,False,False,3
City Hotel,0,0,2017,august,33,15,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,5,20,A,A,0,No Deposit,0,45,0,Transient,0.0,0,3,Check-Out,2017-08-16,1,1.0,2017-08-15,Last Minute,Low,PRT,False,PR,9,True,False,False,False,False,False,False,3
City Hotel,0,0,2017,august,34,23,0,1,1,0.0,0,BB,PRT,Complementary,Direct,1,5,21,A,A,0,No Deposit,0,45,0,Transient,0.0,0,3,Check-Out,2017-08-24,1,1.0,2017-08-23,Last Minute,Low,PRT,False,PR,9,True,False,False,False,False,False,False,3
City Hotel,0,188,2016,july,31,30,2,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient-Party,87.55,0,0,Check-Out,2016-08-04,5,2.0,2016-07-30,Far Advance,Medium,ESP,False,ES,9,False,False,True,False,False,False,False,3
City Hotel,0,119,2016,july,32,31,2,2,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,139.95,0,0,Check-Out,2016-08-04,4,3.0,2016-07-31,Far Advance,Premium,ITA,True,IT,9,False,False,False,False,False,True,False,3
City Hotel,0,1,2016,august,32,2,0,2,2,0.0,0,SC,SVK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,133.0,1,1,Check-Out,2016-08-04,2,2.0,2016-08-02,Last Minute,High,SVK,True,SV,9,False,False,False,False,False,True,False,3
City Hotel,0,1,2016,august,32,2,0,2,2,0.0,0,SC,SVK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,124.0,0,1,Check-Out,2016-08-04,2,2.0,2016-08-02,Last Minute,High,SVK,True,SV,9,False,False,False,False,False,True,False,3
City Hotel,0,161,2016,july,32,31,2,2,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient-Party,91.38,0,0,Check-Out,2016-08-04,4,2.0,2016-07-31,Far Advance,Medium,NLD,True,NL,9,False,False,False,False,False,True,False,3
City Hotel,0,67,2016,august,32,1,1,2,3,1.0,0,BB,IRL,Direct,Direct,0,0,0,G,G,0,No Deposit,14,0,0,Transient,222.3,0,0,Check-Out,2016-08-04,3,4.0,2016-08-01,Planned,Premium,IRL,False,IR,9,False,False,True,False,False,False,False,3
City Hotel,0,108,2016,july,31,30,2,3,2,0.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,168,0,0,Transient,81.25,0,0,Check-Out,2016-08-04,5,2.0,2016-07-30,Far Advance,Medium,ESP,False,ES,9,False,False,False,False,True,False,False,3
City Hotel,0,196,2016,july,32,31,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,80.75,0,1,Check-Out,2016-08-04,4,2.0,2016-07-31,Far Advance,Medium,GBR,True,GB,9,False,False,False,False,False,True,False,3
City Hotel,0,23,2016,august,32,2,0,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,139.0,0,1,Check-Out,2016-08-04,2,2.0,2016-08-02,Short Notice,Premium,FRA,True,FR,9,False,False,False,False,False,True,False,3
City Hotel,0,196,2016,july,32,31,2,2,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,83.0,1,1,Check-Out,2016-08-04,4,2.0,2016-07-31,Far Advance,Medium,GBR,True,GB,9,False,False,False,False,False,True,False,3
City Hotel,0,142,2016,august,32,3,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,94.5,0,2,Check-Out,2016-08-04,1,2.0,2016-08-03,Far Advance,Medium,FRA,True,FR,9,False,False,False,False,False,True,False,3
City Hotel,0,124,2016,august,32,1,1,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,105.3,0,1,Check-Out,2016-08-04,3,2.0,2016-08-01,Far Advance,High,CHE,True,CH,9,False,False,False,False,False,True,False,3
City Hotel,0,169,2016,july,31,30,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,101.25,1,2,Check-Out,2016-08-04,5,2.0,2016-07-30,Far Advance,High,FRA,True,FR,9,False,False,False,False,False,True,False,3
City Hotel,0,127,2016,july,32,31,2,2,4,0.0,0,BB,GBR,Direct,Direct,0,0,0,G,G,1,No Deposit,14,0,0,Transient,226.875,0,1,Check-Out,2016-08-04,4,4.0,2016-07-31,Far Advance,Premium,GBR,False,GB,9,False,False,True,False,False,False,False,3
City Hotel,0,14,2016,august,32,1,1,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,167.0,0,2,Check-Out,2016-08-04,3,3.0,2016-08-01,Short Notice,Premium,ESP,True,ES,9,False,False,False,False,False,True,False,3
City Hotel,0,193,2016,july,32,31,2,2,2,0.0,0,BB,AUT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,0,0,Transient-Party,72.25,0,1,Check-Out,2016-08-04,4,2.0,2016-07-31,Far Advance,Low,AUT,False,AU,9,False,False,False,False,True,False,False,3
City Hotel,0,182,2016,august,32,3,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9,0,0,Transient,94.5,0,1,Check-Out,2016-08-04,1,2.0,2016-08-03,Far Advance,Medium,FRA,True,FR,9,False,False,False,False,False,True,False,3
City Hotel,0,198,2016,july,32,31,2,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,0,0,Transient,62.18,0,1,Check-Out,2016-08-04,4,2.0,2016-07-31,Far Advance,Low,FRA,True,FR,9,False,False,False,False,False,True,False,3
City Hotel,0,12,2016,august,32,1,1,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,9,0,0,Transient,128.0,1,2,Check-Out,2016-08-04,3,2.0,2016-08-01,Short Notice,High,ESP,True,ES,9,False,False,False,False,False,True,False,3
City Hotel,0,12,2016,august,32,1,1,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,K,0,No Deposit,9,0,0,Transient,119.0,0,2,Check-Out,2016-08-04,3,2.0,2016-08-01,Short Notice,High,ESP,True,ES,9,False,False,False,False,False,True,False,3
City Hotel,0,189,2016,july,31,30,2,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient-Party,90.95,0,1,Check-Out,2016-08-04,5,2.0,2016-07-30,Far Advance,Medium,AUT,True,AU,9,False,False,False,False,False,True,False,3
City Hotel,0,158,2016,july,31,28,2,5,2,0.0,0,BB,DNK,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient,91.68,0,1,Check-Out,2016-08-04,7,2.0,2016-07-28,Far Advance,Medium,DNK,False,DN,9,False,False,True,False,False,False,False,3
City Hotel,0,158,2016,july,31,28,2,5,3,0.0,0,BB,DNK,Direct,Direct,0,0,0,E,E,0,No Deposit,14,0,0,Transient,160.78,0,2,Check-Out,2016-08-04,7,3.0,2016-07-28,Far Advance,Premium,DNK,False,DN,9,False,False,True,False,False,False,False,3
City Hotel,0,189,2016,july,31,30,2,3,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient-Party,103.7,0,1,Check-Out,2016-08-04,5,2.0,2016-07-30,Far Advance,High,AUT,True,AU,9,False,False,False,False,False,True,False,3
City Hotel,0,158,2016,july,31,28,2,5,2,0.0,0,BB,DNK,Direct,Direct,0,0,0,D,D,0,No Deposit,14,0,0,Transient,109.53,0,1,Check-Out,2016-08-04,7,2.0,2016-07-28,Far Advance,High,DNK,False,DN,9,False,False,True,False,False,False,False,3
City Hotel,0,152,2016,august,32,1,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22,0,0,Transient,72.25,0,0,Check-Out,2016-08-04,3,2.0,2016-08-01,Far Advance,Low,PRT,False,PR,9,False,False,False,False,True,False,False,3
City Hotel,0,135,2016,august,32,2,0,2,2,1.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,130.5,1,0,Check-Out,2016-08-04,2,3.0,2016-08-02,Far Advance,High,PRT,True,PR,9,False,False,False,False,False,True,False,3
City Hotel,0,23,2016,august,32,1,1,2,1,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,1,No Deposit,14,0,0,Transient,118.15,0,1,Check-Out,2016-08-04,3,1.0,2016-08-01,Short Notice,High,FRA,False,FR,9,False,False,True,False,False,False,False,3
City Hotel,0,170,2016,august,32,1,1,2,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient-Party,105.3,0,0,Check-Out,2016-08-04,3,2.0,2016-08-01,Far Advance,High,BEL,True,BE,9,False,False,False,False,False,True,False,3
City Hotel,0,84,2016,august,32,1,1,2,2,1.0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,14,0,0,Transient,169.0,0,1,Check-Out,2016-08-04,3,3.0,2016-08-01,Planned,Premium,GBR,False,GB,9,False,False,True,False,False,False,False,3
City Hotel,0,188,2016,july,31,30,2,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient-Party,105.55,1,0,Check-Out,2016-08-04,5,2.0,2016-07-30,Far Advance,High,ESP,False,ES,9,False,False,True,False,False,False,False,3
City Hotel,0,77,2016,july,31,26,2,7,2,2.0,0,BB,FRA,Direct,Direct,0,0,0,E,E,1,No Deposit,0,0,0,Transient,160.7,0,2,Check-Out,2016-08-04,9,4.0,2016-07-26,Planned,Premium,FRA,False,FR,9,False,False,True,False,False,False,False,3
City Hotel,0,103,2016,august,32,2,0,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,0,0,Transient,137.7,0,1,Check-Out,2016-08-04,2,3.0,2016-08-02,Far Advance,Premium,PRT,True,PR,9,False,False,False,False,False,True,False,3
City Hotel,0,187,2016,july,31,28,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,0,0,Transient,80.75,1,0,Check-Out,2016-08-04,7,2.0,2016-07-28,Far Advance,Medium,PRT,False,PR,9,False,False,True,False,False,False,False,3
City Hotel,0,15,2016,august,32,2,0,2,2,0.0,0,SC,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,0,0,Transient,124.0,0,1,Check-Out,2016-08-04,2,2.0,2016-08-02,Short Notice,High,SWE,True,SW,9,False,False,False,False,False,True,False,3
